text,label
明日有給,"[1,0]"
何故か近場にココスが何店舗かある,"[1,0]"
ある隔離施設で末期のエボラ患者が突然、快復に向かう,"[1,0]"
並んで立ってる,"[1,0]"
本日私の写真フォルダに山田涼介のプラベディズニー写真が保存される,"[1,0]"
BARKSめちゃくちゃいい記事やな…そう！それなのよ！本来、まっさらな状態で楽しむだけのはずが、期せずしてアルバムを聴き込んだ状態でもライブを体感できる,"[1,0]"
日産初日ずっと見てる大好き。あんなにライブ前やきもきしたことない。豪雨雲が消える,"[1,0]"
同盟推しの2固定を引いたらたまたま同盟になった,"[1,0]"
今週は月末月初で難しそうだけど行けるならここかな〜で取った追いパでまさかのさつきさんに会う,"[1,0]"
「44」と「22」,"[1,0]"
いる,"[1,0]"
劇場版の装備を海老川氏がアリスギアにする,"[1,0]"
ズワンの4人が同じステージにいる,"[1,0]"
しかも隣に案内される,"[1,0]"
四年前の対ベルギー戦は夜中で、前寝過ごして前半見逃してしまい慌ててテレビつけたら、前半0-0,"[1,0]"
実はフィールドでは一回のみ(しかも初対面),"[1,0]"
"無問題最新回のかりんとう饅頭見て帰ったら
家にかりんとう饅頭がある","[1,0]"
"息子の時は腰の痛みだけだったのが、娘はお腹潰される痛みからの腰砕ける痛みで何か2回痛みが来る謎の陣痛だった😂
そして出す時めちゃめちゃ痛くて頭挟まって痛い肩引っかかって痛いけどお股は無事","[1,0]"
"やっぱ御三家の中で可愛いって分野だといまだにミズゴロウトップなんよ
つぶらな瞳と可愛いお手がたまらん
リーゼント生えてるのに可愛い","[1,0]"
大宮の謎解き会で噂のDETECTIVE X、謎解きで20人集まるのもスゴイが、まさかの５卓同時DETECTIVE X,"[1,0]"
🇯🇵🇰🇷推しがどちらも髪の毛赤,"[1,0]"
この時間にご飯もお風呂も終わっている,"[1,0]"
"昨日からソウル出張中の旦那さん。
合間にクゴンタンのセンイルカフェに行くの巻。
急遽教えてあげたカフェがちょうど訪問先の会社がある駅だった","[1,0]"
"#GLAY
GLAYの新しいライブ作品が届きました‼️毎度ながらのどデカいスペシャル仕様✨✨

しかも、2枚目のドキュメンタリーの1000回ライブの映像にガッツリ自分と家族が映ってる","[1,0]"
検査結果は陰性やけど有給消化してゆっくり休んでね,"[1,0]"
"昨日のカウントダウンTVライブライブ
のRADWIMPSは良かった😉
偶然テレビつけたら
丁度始まる","[1,0]"
社🅾️と🐟ﾆｮﾝと祖ﾘｭﾝが同じ画面にいる,"[1,0]"
ｵﾀﾊﾞﾚしてない相手が私を思って選んでくださった結果が🍎,"[1,0]"
"以前、偶然集まったヤグラオープンバンカラマッチでの野良
9連勝無敗（ノックアウト8回）","[1,0]"
"青ﾘﾘｲﾍﾞ♡1129
ﾉｰ残業定時ﾀﾞｯｼｭ成功からのﾗｲﾌﾞまで間に合う","[1,0]"
今日アリーナAブロックの4列目,"[1,0]"
このMAMAが日本で行われたと言うこととその場に入れた,"[1,0]"
2連続夜演出,"[1,0]"
今を楽しめるのに聖川さんを発見できた,"[1,0]"
FFに届く,"[1,0]"
箱まだ未発表でしたが当初の予定のところが無事に押さえられたみたいです〜〜ちょうど3周年,"[1,0]"
世界に嫌われているので、いつもは原付帰宅中に雨が強くなるか、帰宅したら止むか、なのに、今日は帰宅してすぐ雨が強くなる,"[1,0]"
わたしの方こそまともな写真撮れてなかったので、お茶漬けさんからいただいものが貴重な一枚です😭あの１ヶ月以上あった長い期間の中シーでマリアン姫に出会う,"[1,0]"
正直デキレではあるんだろうけど見せ方が上手いおかげて打ってて楽しい,"[1,0]"
いまにも崩れてしまいそうな君は 無理して笑う 心配で仕方ない僕も 無理して笑う お互い触れられない部分を抱えてても 無理して笑ってそのうち嫌なこと全部忘れられる,"[1,0]"
"ウルグアイに行く！と言いまくっていたら、最終日にして富良野に住んでいるウルグアイ人を紹介して頂けた。

ウルグアイ人って日本に100人ちょっとしかいないらしいのに！
しかも今朝お会いした人が、昼にそのウルグアイ人と会う","[1,0]"
52ガロンベッチュー,"[1,0]"
"私事ですが本日、11月29日22年目の爆誕祭を迎えました～！！💚ꕀ꙳
「いいにくの日」となんとも素敵な日に産まれた尾名ですが、実は母方の祖母と同じ誕生日","[1,0]"
私海堂当たって、べにちゃん乾当たって,"[1,0]"
"11月クーポン(DATAWOKAGAKUNOV22)残り2️⃣日‼️
日本で最も評価が高い機械学習講座です(僕の講座全部そうだけど👍)

☆4.9","[1,0]"
実写の方が可愛い,"[1,0]"
今日は推しメン2人から睨み顔が届く,"[1,0]"
"本日
天風5人目
メガネポーズしてくれた瞬間に勘違いでメガネ取ってしまってｽﾐﾏｾﾝ
その瞬間笑いが起きたのでよしとしよう
オフ会で喋れない","[1,0]"
スビン目隠しできなくて咄嗟に布咥えた,"[1,0]"
"はぴぃさんが切り抜き作ってくださってました🤣🤣🤣
久しぶりのパブジーでしたがめちゃめちゃ楽しかったです！！
初めましてのOSAMUさん、なんとぱんつ天使さん作のアイコン同士","[1,0]"
"お写真ありがとう🧡💗
同じ日に届く","[1,0]"
新500円玉と旧500円玉しかもどっちも令和3年,"[1,0]"
何度振られてもめげないシリーズ3作目ともなればマンネリ化の極致に至りそうなもんだけどこれは謎に魅力が増してくる,"[1,0]"
しみじみと思うんだけど、彼氏としてはマイナスポイントが多かった（サプライズは存在しない、デート年に3回くらい、誕生日忘れられる、嫉妬も束縛もなく淡々としている）花火くんですが、同居して結婚しちゃうと神レベルの夫になる,"[1,0]"
クライアントチェック一発OK,"[1,0]"
今日とっても大切なものを忘れてしまったことに駅最寄り駅に着いた時に気づいて一回家まで戻ったのに何故か本来乗りたかった電車に乗れた,"[1,0]"
偶然にも同じタイミングで好きなバーチャル＆リアルシンガーソングライターが曲を出す,"[1,0]"
何も調べずランダムに投資しても全て損になる,"[1,0]"
兄もW会員先行たまアリ2日間申し込んだらまさかの2人とも12日当選する,"[1,0]"
第4世代が同じステージで踊ってくれる,"[1,0]"
月跨ぎの連休,"[1,0]"
"美しすぎる5人✨

そしてCM中に旦那が帰宅する","[1,0]"
わしの睡眠確保,"[1,0]"
珍しくこの時間に全ての用事が終わって後は寝るだけ,"[1,0]"
"すごい！すごい！！
一緒に観れる","[1,0]"
友とサマステダイジェストの話してたら、翌日投稿される,"[1,0]"
コミティア142、前半はスペースに釘付け＆後半は諸用で出ずっぱりだったので誰の新刊も買えず打ちひしがれていたら、ヤマトの搬出スペースでガムテ貸してくれた方がなんと両棲類さんで、新刊を買わせていただけた,"[1,0]"
"あと眠たすぎて5分前にスマホ片手に寝落ち

クソデカカウントダウンに起こされ歌みたに間に合う","[1,0]"
さおりちゃんの誕生日無料ガチャ引いたらSPを引き当てる,"[1,0]"
"本日ミクチャにて
20:30~初日配信🔥
狙うは1位！！！
実は勝ち取れば誕生日の日に
ラジオ収録が出来る","[1,0]"
ザシザマ揃って届く,"[1,0]"
"パピコ食べようとして
先っちょのアレに
具が付いてこなかった
","[1,0]"
"スタッフTの　オススメスポット
良い肉の日なので
みんな大好き叙々苑❤

池袋東口の近距離に3つもある","[1,0]"
2回目の解散は、一回目の解散とは違う。それぞれの活動がありナンバーガール,"[1,0]"
"海外で忘れ物・落とし物をしたら潔く諦めますなぁ( ˘ω˘) 
なお、オーストラリアでは忘れ物がホテルに届く","[1,0]"
"初南武線(浜川崎支線)でトプナン引き
サービスの電子ホーンを頂く","[1,0]"
ありがとー！専門じゃないんだけど、夢も叶ったし今までの職歴がほぼ全て役に立つww,"[1,0]"
公式LINEから「久しぶり〜!!元気〜!?!?」って来たから、「久しぶりー！元気だよー！」って返信したらまさかのうたちゃんから返事くる,"[1,0]"
「翼で飛ぶのが長年の夢」だからって前世の天使VTuberっぽい変身するのネット受け要素しかなくてほんと面白い。天使コヨリエルって呼び方も「こより+～エル」って語呂が良すぎて確信犯か普通に思い付いたのか分からない,"[1,0]"
小学生の頃弁論大会で本気だしたらクラスの全員が相手に票投じた,"[1,0]"
"ちょ待ってEveくん歌ってるよね､､！？
えー瑞稀くんも映ってるしEveくんも歌ってる","[1,0]"
下水が川に直結していて、かつその川の水を飲用している人がいる,"[1,0]"
"ずっと辛い思いや嫌な思いを
してきたあなた…

自分を粗末にしてきた
あなた…

今日からはやさしくしても
全然大丈夫

なぜならあなたは「神様」
に出会う","[1,0]"
ベッドから落ちて転がったら床に置いてたポーチの金具が髪の毛に引っかかって髪からぶら下がる,"[1,0]"
やっぱりご本人だったのか。歳を取ればどこかガタが来ますよね。僕も持病持ちです。才能を発揮できる幸せと、生きているという幸せ、運命ってあるのかわからないけど、生きている,"[1,0]"
"硝を手癖で口説こうとしてしまった夏は「クズだな」と一蹴され中学卒業でそういうのやめようと思ってたのがリマインドされる
硝は夏が全然タイプじゃなくて歌が好きで同じく「付き合う」のが面倒
画面越しのグラドルは好きだが生身の女体には興味がなく、手がかかる五","[1,0]"
"くそぉ！！ならあの時焦って消す前に声かければよかった!?(

多分初の星6レイド見つけたのがメタモン","[1,0]"
しかも職場の子が唐揚げ差し入れしてくれる,"[1,0]"
"お写真は全部 さんです♡

念願すぎるポテさん、、しかも生誕に撮ってもらえる","[1,0]"
"うがああああああああああ！

カタールＷ杯の帰りの飛行機がアンドリアンと一緒だった","[1,0]"
"Nシリーズ『First Love 初恋』11月24日(木)より独占配信中！
満島ひかり、佐藤健、そして宇多田ヒカル珠玉の名曲","[1,0]"
"ブランチパークのショップだけ行ってきた！
ドリンク買って綱くんと愁斗くんを引き当てた。友達が文哉くん引き当てて、NOAくん欲しかったな〜って言ってたらまさかの店前で声かけてくれた子がいて愁斗くん⇆NOAくん⇆文哉くん","[1,0]"
100問目出す日にフォロワー200人突破する,"[1,0]"
"うちの家は母方の家(父が婿入り)だから下がり藤も母方の家紋なんだけど、父の旧姓も藤が入った苗字なんだよね。
父方の家紋どんなんなんだろ。
というか父5人兄弟なんだけど、5人全員結婚しても全員苗字に藤が入ってる","[1,0]"
"福基全く勉強してなかったくせに
68点取れた","[1,0]"
19時に家にいる,"[1,0]"
ファイナルから3年経って、MAMAという場で御三家のダンスステージがある,"[1,0]"
"オレ？とは？
モデコンsleeping Princessのwakana🐰🫧さんが配信に対して真摯に向き合ってて、根っからのかわいい感じで、ツッコミも上手い","[1,0]"
去年の2月に出たAPEXの大会にACTとBlidven両方出てた,"[1,0]"
今日体育でバスケしたのですがいつもシュート入らない私が今日は2本入れることが出来た,"[1,0]"
ニシンの魚の臭みがなぜか麹でまろやかになるだけじゃなくて野菜も美味しくなる,"[1,0]"
宮城にたじくん,"[1,0]"
頭痛くておっきい音聞いたら響いて酷くなるのに🎼の声は響かない,"[1,0]"
"床への反映が水面の様に揺らいでます✨どれだけぴかぴかな床なのかが想像出来ますネ😌
瑠璃光院様のこの場所は手摺と柱と床と屋根の構成で室内では無い様に伺えますが正しいでしょうか❓

しかしながらこの無窓だからこそ全紅葉の映しを妨げ無い","[1,0]"
それなそれからDMで話して市も隣ってわかる,"[1,0]"
そういえば、アフターで入った居酒屋さん、我々が乾杯する頃に有線かな？『ガラスのジェネレーション』が流れ、しばらくして『SOMEDAY』が流れる,"[1,0]"
クレジットカードや診察券、障害者手帳など大事なものがたくさん入ってるパスケースを置き忘れたのにまるまる何も欠けずに届けられている,"[1,0]"
テラレイドでサークル組まずにテツノカイナ4匹揃える,"[1,0]"
"ありがとう🤍
同じ誕生日","[1,0]"
"アイドルマスターと広瀬香美さん
","[1,0]"
子どもが快便,"[1,0]"
星4が3枚,"[1,0]"
イルネキは貞操以外無事じゃない,"[1,0]"
ちょうどジニア先生から貰ったニャースが意地っ張り,"[1,0]"
"お！ピッタリですね！！！
","[1,0]"
しかもこれよくよく見たらアトレさんのコラボの式守さん,"[1,0]"
"今日の夜は雑談するよー

あとその後ちょっとメンシで雑談すると思う多分

約1ヶ月ぶりの定時退社
この時間に電車乗ってる","[1,0]"
"#初めて生で聴いたBˈzの曲

B'z LIVE-GYM '90-'91 ""RISKY""
通算公演数55回目の会場でHOT FASHIONを聴いたのが初生B'z

小さな会場で４列目","[1,0]"
と勝手なことを書いてみましたが、新メンバー2名はいきなりダンスメンレベルで3flowerはスキル爆上がり中で残り5人はスーパースキルメン,"[1,0]"
"でしょ〜w

しかもその場に愛方居合わせる
","[1,0]"
"66日目を終えて思うこと。

職場の方々はSlackスタンプでエールをくださる、朝会ではマネージャーから「明日も在宅にしな」と声がかかり、仕事の分担も配慮いただく…しかし思いの外息子(2)がおとなしくて、普通の日と変わらなかった","[1,0]"
暇を持て余しすぎて余談をつぶやき始めている所存なのですが、、、荼毘と誕生日が18、19で並びなのですが、今年は18日が火曜日で(私名前に水系漢字があるのですが)19日が水曜日だった,"[1,0]"
そしてネイル落としてくれたお姉さん私と出身高校同じで学科も一緒,"[1,0]"
大事な面談2件どっちも忘れていた,"[1,0]"
オボシメサバさんとメルティさんの子供の俺が知珀さんと出会って子供産む,"[1,0]"
担当SR同時引き&amp;並ぶ,"[1,0]"
元KAT-TUN,"[1,0]"
"今日はスタイリストになって
20年弱、、指名のお客様
が3名のみ
全員繋がりないのに
同じ名字","[1,0]"
"めっちゃ有能で尊敬してる営業さんが！
ものすごく優しくて良い人","[1,0]"
シドミードとリドリースコットが手を組んでフィリップKディック作品を映画化する,"[1,0]"
昨年末にお参り行って半年もせんうちに一生連絡取れんと諦めてた人とその人の誕生日に連絡取れる(タイミングやばかった。),"[1,0]"
すれ違う存在が見える　交わろうとする言葉が聞こえる　　そして今日も噛みしめるのだ　出会い,"[1,0]"
このはさんと隣の席,"[1,0]"
ロット押し間違えて1lotを2lotにしたつもりが21.01lotになって慌てて損切りしたらその後同じ方向に10pips動く,"[1,0]"
しかも隣がミラ,"[1,0]"
誤字ってるのに意味はほぼ同じ,"[1,0]"
しうもミニョクも本当に90年生まれなんか……？,"[1,0]"
"おはようございます☁️🥶
昨日は数ヶ月ぶりに月曜日が定時","[1,0]"
八戸雪降らない,"[1,0]"
"おはようございます☁️

明日で11月終わりですか？早くないですか？笑
今月はご縁の広がりと、それが重なる時は重なる","[1,0]"
W杯のグループB,"[1,0]"
"#ゆくもて 強化月間5卓目♪
募集サーバーで集まって頂いたら偶然にも全員男性だった","[1,0]"
"そうなんですね‥
久しぶりに行きたいです☺️

めちゃ余談なのですが、ある年のゴールデンウィークに、
毎日毎日朝から晩まで岩盤と温泉で過ごしていた母が１週間で１５キロ痩せる","[1,0]"
誕生日お祝いのメッセが贈れるだけでも幸せだわ トーク年内いっぱい,"[1,0]"
"
おはようございます
みなさん

あなた","[1,0]"
"【#161】#詩
否定の霧の中
肯定する光に出会えた
貴方","[1,0]"
昨日寝る前に零コラボのタスクだけやりに行ったら、四つ辻の美少年×3,"[1,0]"
推しの方のお声を少し聞ける,"[1,0]"
アラーム2分前に自然に起きる,"[1,0]"
"1日1推し　5日目
まあるツアーでのお話。生あいみょんに感激、歌声に聴き惚れました。MCで双眼鏡でトークするあいみょん！タオル振ったら気がついてもらえ、お喋りできた","[1,0]"
フッフッフー、いま起きてる,"[1,0]"
バファリンプレミアム飲んだら次の日36度まで下がって腕も上がるようになる,"[1,0]"
お母さんが気づかない,"[1,0]"
"1時からのブラジル🇧🇷戦。
ほぼ寝てたんだけど、ゴールシーンと試合終了ホイッスルの直前だけ起きてた","[1,0]"
"寝てたら満面の笑顔で目の前で座ってる人いたんですよ
大人が座ってたら怖いけどおチビちゃんだと「おい寝てたやないかどうしたんや」で済む","[1,0]"
マサルさんの｢ロマンス｣は本編と全然関係ないのにドンピシャ,"[1,0]"
"しゅき🫶🏻(？)

それ‼️‼️MAMAで練習生発表","[1,0]"
叶うなら。チェンソーマンのエンディング、どこかでMIYAVIが歌ってくれる,"[1,0]"
"そんなものは人類の後退でしかない。
異なるものが存在する","[1,0]"
つくりものだと分かっていても、純粋無垢なものを聴いている感覚に陥るのは、それほど素晴らしいものを追えている,"[1,0]"
長いことオタクやってると、デビュー27年43歳になった推しが初写真集を出す,"[1,0]"
"横浜3日目！
まさかの2日連続神席で番号まで同じ","[1,0]"
大怪獣のあとしまつ,"[1,0]"
エンディングは日本語,"[1,0]"
いや、2連続で御三家、しかも被らない,"[1,0]"
"ふたりごとの そんなお前の~からサビまでに出てくる「お前（君）」と
2番に出てくる「お前」って同一人物？なんか1番に出てくる「お前」はネガティブなイメージだけど2番はなんか違うよね？1番は「お前」の過去の話？
最後の 君は","[1,0]"
さぁてランク戦で初めてのアキラ行ってみるか！ってときにバスマン。さんの配信チームに当たる,"[1,0]"
右向け右を4回繰り返すと元の位置に戻ってくる,"[1,0]"
"配信終了しました！
見に来てくださった方、コメントくださった方、初見さんもフォローしてくれた方もありがとうございましたー！！
そして、同じPTにやさにゃさんがいた","[1,0]"
京アンに飢えてるツイしたら、公式から神のようなツイが来る,"[1,0]"
"ケンタッキー
ペンシルヴァニアの自由人さに振り回される責任感強い弟。マスターガチ勢でワンコ系はマークスと被るが髪型もワンコ(ツインテールと言え)リアルオタクに優しいギャル","[1,0]"
この後、日本がスペインに勝って、コスタリカがドイツに勝つ,"[1,0]"
"2022.11.28 JISL AKB48

こーゆーのでいーんだよおおおお！　サイコーーーー！

最近やってないやつをうまく絡めてAKBの世界をまとめた　最後がねえ…しょうがないか…

えりぃの生歌","[1,0]"
"妄想癖酷くて草 君働けてないでしょ？
境界知能＋社会不適合者","[1,0]"
トロントよりもバンクーバーの方が寒い,"[1,0]"
最初の夏に水着&amp;チームパーカー,"[1,0]"
グロマスめっちゃ面白かったのは勿論、イベ限SSR御三方来てくれた,"[1,0]"
室内でスラックラインができる,"[1,0]"
2人とも可愛い,"[1,0]"
スケベマタギとトキューサのコラボ,"[1,0]"
今年もアドベントカレンダーの用意をしてるけど、12/7の模様がスケート⛸靴,"[1,0]"
"#かくうちなるたけ さんにてお洒落なBGMと共に美味しいランチをいただきました😋
舞台の出演者さんと会話できるなんて、何","[1,0]"
2度はなちゃん_がBANされたことで異議申し立てをもう1回することができる,"[1,0]"
皆様今夜もおつあにでした！そらんくんプロデュースマダミス！楽しかったヾ(⌒(ﾉｼ &gt;ω&lt;)ﾉｼ俺的には100点だけど俺がアホすぎてトゥルーエンドにいける,"[1,0]"
久しぶりにレーンサナレーンジュナ,"[1,0]"
フィジカルプレイヤーとかいうお名前の方2キル15デス,"[1,0]"
スイカ食べてるだけで、カワイイ,"[1,0]"
プレイ中のBGMはひとつ、ほぼモードひとつ、ルールもシンプル、キャラもほぼひとり、なのに人を惹き付けてやまないアーケード版クレオパトラフォーチュン,"[1,0]"
イベントの撮影のとこ行ったら3人ともルキノさん推し,"[1,0]"
50分間の釣行でアジしか釣れない,"[1,0]"
"
神風、見た目が寒色系で洗練された雰囲気があるのと
仕事中は真面目に対応してるのもあってクールな人物って思われてる
実際はよく笑うしめっちゃ気分屋でじっと出来ない性分･･･
ただ、仕事中は本当に真面目だから表面化しない","[1,0]"
韓国人のLが日本のドラマで中国人役,"[1,0]"
初めて無くした片方が戻ってくる,"[1,0]"
365日もあって実のお兄ちゃんと生年月日が全く同じひとがグループにいるなんて何,"[1,0]"
"✌️🥹✌️勝利のブイさいん💓💓
2人の推しを全員引く","[1,0]"
今宵、配信された #ぼくたちのあそびば、めちゃくちゃ笑った。パソコン開けたら初期化されてて冷や汗かいてたのに、あそびばのおかげで大笑いして、さらには観た後、それまで何してもダメだったパソコンをダメ元で再起動したら復元されてた,"[1,0]"
頭ぽんぽんした時に手のひらの両サイドからさんかくお耳,"[1,0]"
"かてぃんさん
ご誕生10000日記念日おめでとうございます🎶
コロナ禍で自宅時間が増えた事で生まれて初めて観たYouTube…これがきっかけでかてぃんさんに出会えました！何","[1,0]"
個人的にカゲヤマは7年連続2回戦落ちからの決勝進出,"[1,0]"
"こうありがと〜➰🙏🏻
ここも初のお友達","[1,0]"
終わった後まで面白い,"[1,0]"
今日も皆様ありがとうございました！今日の配信はnoneさんと鹿さんにお越し頂きました！まさかの未公開音源がかぶる,"[1,0]"
自分より小さい人が前にいる2段目,"[1,0]"
"もらった誕生日プレゼントが摩訶不思議なモグラ。コレ何だかわかる？

出張先のホテルがたまたま大学時代からの大親友夫婦の家徒歩5分","[1,0]"
"仕事忙しすぎて来月2日しか休みないのワロチ
年明けは米民で集まれるなん","[1,0]"
"35年前に大好きになった男闘呼組
ケンカもするけど仲が良くて、4人一緒にいると何倍も何百倍にも輝いて見えた

あれから時を経ても4人の絆は友情はずっと続いていて、それが「男闘呼組再始動」","[1,0]"
軽い気持ちで引いたら、一番欲しかった子とピックアップキャラを引く,"[1,0]"
こんなことってあるんですねぇ、,"[1,0]"
お誕生日が一緒,"[1,0]"
いや死体TUKIMIを挟んでたなでも短いスパンで砂浜,"[1,0]"
3日連続で推しと🍻,"[1,0]"
"基本的に記憶力めちゃくちゃ悪いんだけど、RRRはキャラクターやモチーフごとのテーマメロディがあるので…サントラオタクが大大大大好き❤︎な仕様なので…
そんで画も音も何から何まで印象的なので…
私の脳みそでも一回見た時点で場面と曲とが概ね一致した","[1,0]"
曲作ってる時のあの感じってなんなんだろうな。曲作ってるって感じがしないからいつまでも作れてる感じがしないんだけど実際に残っているので一応作れてはいる,"[1,0]"
"ですです
名前もランクも部隊編成も同じ","[1,0]"
"今日は急遽フォーク村におじゃまさせていただきまして！
ハードディスク壊れて過去のブリトラ出演動画をもう一度もらえないかときくちさんに連絡した流れから、まさかの坂崎さんのお席にてオブジェ出演。
沢山の思い出データを失いましたが、その結果、新しい思い出が増えた","[1,0]"
超人的な自然現象を超えてあなたに会いに行くシンカイ作品とあなた,"[1,0]"
今日4人でスマブラしてた時全員おまかせで全員キャラと色被る,"[1,0]"
なんかこんなに絶望してる時あったな自分ｗｗｗまた7DREAM,"[1,0]"
クリコンのカジュアルでエレゼン×4,"[1,0]"
"仕事関係の忘年会はあと1つ！
コロナが増える前にと仕事関係が11月に終わる","[1,0]"
最強に可愛いな😇実は新しく推しができましたカービィしかもランダムで双子座当たる,"[1,0]"
マクドン、ノミン、チョンジ,"[1,0]"
現在ああ,"[1,0]"
"そういや先日のACF80th
田中佑樹の試合を田中祐樹がレフェリングする","[1,0]"
"課題丸つけ終わりました！
まさかのハングルを教えていただける","[1,0]"
てなわけなんで何かを経由して届いている,"[1,0]"
"#けもフレ3 #カマイタチ

これが初回10連","[1,0]"
4時間だけの滞在だったけど、アトラクション5個も乗れたし、ビッグサンダー乗ってる最中に花火あがって、見ながらアトラクション楽しめる,"[1,0]"
それ、何,"[1,0]"
"べべちゃん 親子と
初おデート❤️
色と柄を組み合わせてオーダーする
ハンドメイドのワンピが
まさかの完全オソロ","[1,0]"
芹沢が神木隆之介,"[1,0]"
今日はL'Arc～en～Ciel,"[1,0]"
空へと伸びるイトスギ まっすぐ指し示した道 今,"[1,0]"
"【 ご報告 】ここだけの話なんですが、実は、第2子妊娠中デス🤰‼️
第1子は不妊治療でやっと授かったんですが、第2子は自然妊娠️","[1,0]"
"#一日一夢幻　176
ガムなしDV6本","[1,0]"
普通に考えてさ幕張のやつA賞2回当たる,"[1,0]"
フランツの開場待ちをしていたら、アレックスとディーノに会える,"[1,0]"
誕生日に同じ国にいてくれる,"[1,0]"
"神学や福音は原罪の犯人捜しとはレベルや次元が違うと「抽象的言葉」で遮っていますけれど、それは自分達の神学研究を誇ってしまっている証拠ではないのですか?
原罪が代々受け継がれる事は聖書の真理です

神の業","[1,0]"
"と、いうわけで!!

個人的BIGなお知らせは
任天堂Switchを買ったことでした!!!!
しかも今日発送の通知が届く","[1,0]"
"#SLGOKI 

セカランお疲れ様でした

MW休止前ラストのLiveをセカランで出来て良かった

伝えたい事は伝えた
battleで当たる","[1,0]"
とあるティックトッカーさんの配信見つつ被せようと、マッチしたら、まさかのチーム被り,"[1,0]"
こちら親が偶然買ってきてて、杉田さんが当たる,"[1,0]"
もぅさぁぁー日曜日の裸足の女神途中から稲葉さんの顔がのっぺらぼうでぇぇーカメラ📷さーんってなったけどぉぉーそのおかげと言ったらあれやけど大好きな裸足の女神を2回聞ける,"[1,0]"
"ホテルからどの辺がどこかなって調べたら
バンタン宿舎が見える場所で
朝オンニと散歩してカフェ入ったらまさかのナムとジミニ🏠近くのカフェだった…
ほぼバンタン🏠一望出来る部屋に滞在","[1,0]"
まさかの後夜祭で会っていた,"[1,0]"
あとこのやりとりな！これぞ後輩組！！ロケに行きたい場所プレゼンなのになぜかお互いの家（妄想）を紹介する,"[1,0]"
自分がいる,"[1,0]"
"誰にも伝わらないだろうと判っていても自分のひきだしの中身をねじ込みたくて仕方なくなるイタいオタクが二次創作をするとこんな有様になってしまうという例。なぜ中原中也なのかとか、なぜ銀河鉄道の夜なのかとか。
ただしこれは今年になって見抜かれる","[1,0]"
"映画のワンシーンみたいなお洒落な曲💕
素敵な俳優さんの亮ちゃんが歌詞を書いて曲も作ってこれまたびっくりするほど素敵に歌ってくれている","[1,0]"
狐菴（こあん）のそば粉たい焼き。そばの風味はとても控えめで、外側カリカリ中はぷりぷりもちもち。コーヒーも癖がなく胃が痛くならない,"[1,0]"
まじでほんとに！しかも名古屋も秒で見つけた,"[1,0]"
相手さんここで、割ってこない,"[1,0]"
大ジャンプと壁登りのおかげで行けるところが増えたからその辺もまた探索し直しだ…コレクレーその辺で見つけたやつから200個,"[1,0]"
"1位13で使用率なのかね？
それも13","[1,0]"
まさかの募集当日に、キャスト全員集まる,"[1,0]"
"31Aの推し2人(最推し全押さえ)と、安定のりーだー、他部隊の推しちゃん(色葉ちゃん)出てきてくれて、、、、、
その推し達出してくれたの、お供持ちが買ったパックから、、","[1,0]"
"こるさまと、やまむらさまから
偶然にも優くんと、依都さんが届いてKYOHSO全員が揃う","[1,0]"
KAITO：ミクに「すっごい大きい声出して！！」と言われたので「何でやねーーーーーん！！！！」と叫んだらとんでもなく遠くからレンが走ってきて「ねえねえ今ボクのダジャレに突っ込んだの誰ええええええ！？！？！！」,"[1,0]"
あんたたちおかしいよ。二人して避けてる気がします。恋,"[1,0]"
え、天国でGG揃う,"[1,0]"
鳴らないなーと思って路肩に数分だけ停めてたら目の前の店が鳴って 同店舗のダブルで5分待ちなので外に出たら そこに射命さんが通りかかって呼び止められる,"[1,0]"
今回W杯とポケモンの新作とみずえな期間限定復刻(そこで石が尽きた人大勢いたと予想)が重なる,"[1,0]"
誕生日にタルタル単発で来てくれた,"[1,0]"
深い話を出来る人はごくわずか。みんなとしなくても別にいい。友達に、周りの人に、意味なんて求めなくていい。ただこの地球でたまたま同じ時間を近くにいる,"[1,0]"
作ったのは何年も前。不思議とブラチアが掲げるようになったときと同じタイミングで、内容も同じ,"[1,0]"
美味しいやつはあったけどおっくんのがなかった🤔でもなんかわんちゃん裏表逆なだけで同じ,"[1,0]"
ヒョンジンさんが10時前に寝る,"[1,0]"
生活リズム終わりの果て今眠くなる,"[1,0]"
"絶賛トレーニング中
オーバートレーニングにならない程度にね。
かれこれ14日続いている","[1,0]"
CDTVライブライブで、RADWIMPSが前前前世披露したと思ったら、クレイジージャーニーでリアル口噛み酒,"[1,0]"
3位,"[1,0]"
"ちなみに今日のあたいは...

①明日が雨なのに今日傘を持って行って忘れて帰って来る","[1,0]"
PPDDなのにD先が同じ建物の1Fと2F,"[1,0]"
推しの誕生日が2日続いている,"[1,0]"
けいとさんと漢字と言えば、初めてのリミスタで相方のまーちゃんに気を遣って難しい漢字を使わなかったのに、まーちゃんが「東北」を読めない,"[1,0]"
今日DFESTAで2回ガチャしたらクパンが出る,"[1,0]"
アイプラさん限定2枚抜き,"[1,0]"
"ですよね〜💖
今流れて来た","[1,0]"
"えっ！！！？まじで！！！！
","[1,0]"
なんと範囲が同じ,"[1,0]"
"でしょでしょ💕
今流れて来た","[1,0]"
"LINE LIVEご視聴頂きました皆様、誠にありがとうございました📺🐻💕たくさんのコメントや応援アイテムありがとうございます！！！🥺✨
なかなか良い絵が描けた","[1,0]"
